Date,station,SMS-2.0in,SMS-4.0in,SMS-8.0in,SMS-20.0in,SMS-40.0in
2003-04-27,2057:AL:SCAN,29.4,26.6,22.3,33.8,41.5
2003-04-28,2057:AL:SCAN,27.7,25.1,21.5,33.5,40.7
2003-04-29,2057:AL:SCAN,26.0,23.7,20.9,33.1,40.6
2003-04-30,2057:AL:SCAN,24.4,22.2,20.3,32.7,40.1
2003-05-01,2057:AL:SCAN,22.9,20.8,19.7,32.3,40.1
2003-05-02,2057:AL:SCAN,22.1,19.4,19.2,32.0,39.9
2003-05-03,2057:AL:SCAN,22.7,19.6,19.0,31.8,39.7
2003-05-04,2057:AL:SCAN,22.3,19.4,18.8,31.7,39.1
2003-05-05,2057:AL:SCAN,21.6,18.7,18.5,31.4,38.9
2003-05-06,2057:AL:SCAN,34.1,32.5,25.1,31.4,38.8
2003-05-07,2057:AL:SCAN,36.9,34.0,27.4,38.1,45.1
2003-05-08,2057:AL:SCAN,31.8,28.8,24.3,35.6,43.3
2003-05-09,2057:AL:SCAN,30.1,27.2,23.3,34.6,42.3
2003-05-10,2057:AL:SCAN,28.4,25.7,22.6,34.1,41.5
2003-05-11,2057:AL:SCAN,26.5,24.2,21.9,33.5,40.9
2003-05-12,2057:AL:SCAN,30.6,27.7,23.8,35.1,43.1
2003-05-13,2057:AL:SCAN,28.0,25.8,22.5,34.2,41.9
2003-05-14,2057:AL:SCAN,25.6,24.0,21.8,33.7,41.3
2003-05-15,2057:AL:SCAN,25.4,23.7,21.5,33.5,41.1
2003-05-16,2057:AL:SCAN,28.6,24.8,21.5,33.2,40.9
2003-05-17,2057:AL:SCAN,31.4,27.3,22.5,33.1,40.8
2003-05-18,2057:AL:SCAN,36.3,33.7,27.5,38.5,46.7
2003-05-19,2057:AL:SCAN,32.4,29.6,24.4,35.8,44.6
2003-05-20,2057:AL:SCAN,30.3,27.9,23.2,34.8,42.6
2003-05-21,2057:AL:SCAN,29.8,27.4,22.6,34.4,42.2
2003-05-22,2057:AL:SCAN,32.5,30.1,24.2,35.8,44.2
2003-05-23,2057:AL:SCAN,30.4,28.2,23.2,35.1,42.7
2003-05-24,2057:AL:SCAN,28.9,27.0,22.7,34.4,42.2
2003-05-25,2057:AL:SCAN,26.9,25.3,22.1,33.8,41.8
2003-05-26,2057:AL:SCAN,27.0,25.2,21.8,33.9,41.7
2003-05-27,2057:AL:SCAN,26.7,24.3,21.3,33.5,41.6
2003-05-28,2057:AL:SCAN,25.0,22.8,20.9,33.0,41.4
2003-05-29,2057:AL:SCAN,23.4,21.2,20.2,32.9,40.3
2003-05-30,2057:AL:SCAN,21.4,19.1,19.7,32.3,40.0
2003-05-31,2057:AL:SCAN,20.1,17.7,19.0,31.9,39.7
2003-06-01,2057:AL:SCAN,18.8,16.3,18.5,31.5,39.4
2003-06-02,2057:AL:SCAN,17.7,15.1,17.6,31.0,38.8
2003-06-03,2057:AL:SCAN,17.4,14.8,16.9,30.9,38.6
2003-06-04,2057:AL:SCAN,21.4,16.0,16.6,30.9,38.4
2003-06-05,2057:AL:SCAN,21.3,15.9,22.3,30.4,38.3
2003-06-06,2057:AL:SCAN,19.6,15.3,22.1,30.1,37.7
2003-06-07,2057:AL:SCAN,33.5,29.1,22.4,29.9,37.8
2003-06-08,2057:AL:SCAN,30.8,27.5,22.8,30.0,37.8
2003-06-09,2057:AL:SCAN,27.8,24.9,22.7,30.0,37.7
2003-06-10,2057:AL:SCAN,26.1,23.6,22.5,30.1,37.7
2003-06-11,2057:AL:SCAN,24.9,22.6,22.7,30.2,37.7
2003-06-12,2057:AL:SCAN,30.5,24.2,22.7,30.4,37.5
2003-06-13,2057:AL:SCAN,28.6,24.1,22.7,30.5,37.8
2003-06-14,2057:AL:SCAN,28.5,23.8,22.7,30.5,37.7
2003-06-15,2057:AL:SCAN,29.8,23.8,22.7,30.4,37.7
2003-06-16,2057:AL:SCAN,27.9,23.7,22.8,30.3,37.5
2003-06-17,2057:AL:SCAN,26.3,23.0,22.8,30.6,37.8
2003-06-18,2057:AL:SCAN,26.0,22.7,22.7,30.6,37.6
2003-06-19,2057:AL:SCAN,28.0,22.9,22.8,30.5,37.6
2003-06-20,2057:AL:SCAN,26.3,22.8,22.7,30.4,37.4
2003-06-21,2057:AL:SCAN,23.9,22.0,22.7,30.3,37.6
2003-06-22,2057:AL:SCAN,21.4,20.5,22.7,30.2,37.3
2003-06-23,2057:AL:SCAN,19.3,19.2,22.6,30.0,37.1
2003-06-24,2057:AL:SCAN,17.3,17.7,22.6,29.5,37.0
2003-06-25,2057:AL:SCAN,16.2,16.5,22.5,29.2,36.8
2003-06-26,2057:AL:SCAN,15.5,15.5,22.5,28.8,36.8
2003-06-27,2057:AL:SCAN,15.1,14.9,22.4,28.3,36.6
2003-06-28,2057:AL:SCAN,17.3,16.3,22.4,28.2,36.5
2003-06-29,2057:AL:SCAN,17.4,16.3,22.4,28.0,36.2
2003-06-30,2057:AL:SCAN,16.8,16.0,22.4,27.6,36.2
2003-07-01,2057:AL:SCAN,30.0,27.7,23.2,27.6,36.2
2003-07-02,2057:AL:SCAN,31.9,29.4,23.5,35.7,43.8
2003-07-03,2057:AL:SCAN,29.3,26.9,23.2,34.7,42.7
2003-07-04,2057:AL:SCAN,26.9,25.2,23.1,34.2,42.1
2003-07-05,2057:AL:SCAN,24.9,23.7,23.0,33.7,41.2
2003-07-06,2057:AL:SCAN,23.8,22.9,22.9,33.6,40.9
2003-07-07,2057:AL:SCAN,33.1,29.5,23.8,34.5,40.9
2003-07-08,2057:AL:SCAN,29.7,26.8,23.4,35.5,42.7
2003-07-09,2057:AL:SCAN,26.9,25.3,23.3,34.9,42.7
2003-07-10,2057:AL:SCAN,24.2,23.6,23.2,34.2,41.8
2003-07-11,2057:AL:SCAN,31.9,28.8,23.8,34.5,41.8
2003-07-12,2057:AL:SCAN,29.4,27.0,23.5,35.1,41.9
2003-07-13,2057:AL:SCAN,26.5,25.5,23.3,34.8,42.0
2003-07-14,2057:AL:SCAN,24.7,24.0,23.2,34.4,41.8
2003-07-15,2057:AL:SCAN,22.7,22.5,23.0,34.0,41.5
2003-07-16,2057:AL:SCAN,29.1,26.8,23.4,34.8,41.3
2003-07-17,2057:AL:SCAN,30.2,26.8,23.4,35.0,41.6
2003-07-18,2057:AL:SCAN,28.6,26.3,23.3,35.1,42.1
2003-07-19,2057:AL:SCAN,27.0,25.2,23.2,34.7,42.1
2003-07-20,2057:AL:SCAN,25.7,24.3,23.1,34.7,42.0
2003-07-21,2057:AL:SCAN,25.1,23.5,23.1,34.3,42.0
2003-07-22,2057:AL:SCAN,28.0,25.3,23.3,34.2,42.1
2003-07-23,2057:AL:SCAN,32.0,29.5,23.6,36.7,45.6
2003-07-24,2057:AL:SCAN,29.4,27.6,23.4,36.1,44.2
2003-07-25,2057:AL:SCAN,26.9,26.1,23.3,35.5,43.6
2003-07-26,2057:AL:SCAN,24.7,24.3,23.1,35.0,43.0
2003-07-27,2057:AL:SCAN,23.5,23.0,23.0,34.7,43.0
2003-07-28,2057:AL:SCAN,21.7,21.7,22.9,34.2,42.3
2003-07-29,2057:AL:SCAN,20.7,20.3,22.9,33.9,42.2
2003-07-30,2057:AL:SCAN,20.8,20.3,22.8,34.0,41.4
2003-07-31,2057:AL:SCAN,20.7,19.9,22.8,33.6,41.1
2003-08-01,2057:AL:SCAN,20.7,19.7,22.7,33.4,40.8
2003-08-02,2057:AL:SCAN,20.3,19.2,22.7,33.2,40.5
2003-08-03,2057:AL:SCAN,20.0,18.4,22.6,32.8,40.2
2003-08-04,2057:AL:SCAN,20.2,18.2,22.6,32.7,39.8
2003-08-05,2057:AL:SCAN,20.1,18.0,22.6,32.1,39.8
2003-08-06,2057:AL:SCAN,19.8,17.8,22.5,32.0,39.3
2003-08-07,2057:AL:SCAN,27.8,18.0,22.5,32.1,39.2
2003-08-08,2057:AL:SCAN,25.0,18.4,22.5,31.9,39.3
2003-08-09,2057:AL:SCAN,22.8,18.1,22.5,31.6,38.8
2003-08-10,2057:AL:SCAN,21.1,17.9,22.5,31.4,38.6
2003-08-11,2057:AL:SCAN,19.7,17.4,22.5,31.3,38.4
2003-08-12,2057:AL:SCAN,20.8,17.4,22.4,31.2,38.0
2003-08-13,2057:AL:SCAN,19.7,17.2,22.4,30.8,38.1
2003-08-14,2057:AL:SCAN,30.8,26.7,23.1,30.9,37.9
2003-08-15,2057:AL:SCAN,27.6,24.2,22.9,30.6,37.9
2003-08-16,2057:AL:SCAN,25.3,22.5,22.8,30.7,37.9
2003-08-17,2057:AL:SCAN,23.8,21.1,22.7,30.5,37.9
2003-08-18,2057:AL:SCAN,22.5,20.2,22.6,30.7,37.6
2003-08-19,2057:AL:SCAN,20.8,19.0,22.6,30.4,37.6
2003-08-20,2057:AL:SCAN,19.8,18.2,22.5,30.4,37.5
2003-08-21,2057:AL:SCAN,18.9,17.4,22.5,30.1,37.3
2003-08-22,2057:AL:SCAN,18.0,16.7,22.4,29.7,37.5
2003-08-23,2057:AL:SCAN,17.3,15.9,22.4,29.6,37.2
2003-08-24,2057:AL:SCAN,16.5,15.2,22.4,29.1,37.0
2003-08-25,2057:AL:SCAN,16.1,14.6,22.3,28.7,37.1
2003-08-26,2057:AL:SCAN,15.4,14.2,22.3,28.1,36.7
2003-08-27,2057:AL:SCAN,15.4,13.9,22.3,27.6,36.3
2003-08-28,2057:AL:SCAN,28.2,25.0,23.1,27.5,36.2
2003-08-29,2057:AL:SCAN,26.0,22.5,22.8,27.8,36.1
2003-08-30,2057:AL:SCAN,23.9,21.1,22.7,27.8,36.0
2003-08-31,2057:AL:SCAN,22.3,20.0,22.6,27.5,36.4
2003-09-01,2057:AL:SCAN,20.7,18.9,22.6,27.5,36.5
2003-09-02,2057:AL:SCAN,19.2,18.1,22.5,27.8,36.1
2003-09-03,2057:AL:SCAN,18.0,17.1,22.5,27.5,36.4
2003-09-04,2057:AL:SCAN,17.5,16.5,22.4,27.9,35.9
2003-09-05,2057:AL:SCAN,17.5,16.5,22.4,27.6,35.9
2003-09-06,2057:AL:SCAN,16.9,16.0,22.4,27.6,35.7
2003-09-07,2057:AL:SCAN,16.5,15.5,22.3,27.6,35.6
2003-09-08,2057:AL:SCAN,16.0,14.9,22.3,27.5,35.6
2003-09-09,2057:AL:SCAN,15.4,14.4,22.3,27.2,35.5
2003-09-10,2057:AL:SCAN,14.8,14.1,22.3,26.9,35.2
2003-09-11,2057:AL:SCAN,14.4,13.6,22.2,26.5,34.9
2003-09-12,2057:AL:SCAN,14.0,13.4,22.2,26.4,34.6
2003-09-13,2057:AL:SCAN,13.3,13.1,22.2,26.2,34.5
2003-09-14,2057:AL:SCAN,13.1,13.0,22.2,26.0,34.1
2003-09-15,2057:AL:SCAN,18.8,20.5,22.3,26.1,34.3
2003-09-16,2057:AL:SCAN,17.0,18.0,22.3,26.0,34.1
2003-09-17,2057:AL:SCAN,15.6,16.5,22.3,25.8,34.1
2003-09-18,2057:AL:SCAN,14.6,15.3,22.2,25.5,33.8
2003-09-19,2057:AL:SCAN,14.1,14.3,22.2,25.4,33.8
2003-09-20,2057:AL:SCAN,13.6,13.7,22.2,25.8,33.3
2003-09-21,2057:AL:SCAN,13.3,13.4,22.2,25.5,33.3
2003-09-22,2057:AL:SCAN,30.9,20.1,22.2,25.7,32.8
2003-09-23,2057:AL:SCAN,29.4,26.4,23.4,36.1,44.2
2003-09-24,2057:AL:SCAN,27.4,24.7,23.2,35.7,42.9
2003-09-25,2057:AL:SCAN,25.9,23.7,23.1,35.4,41.8
2003-09-26,2057:AL:SCAN,24.9,22.8,23.0,34.8,41.6
2003-09-27,2057:AL:SCAN,24.0,21.9,22.9,34.7,41.0
2003-09-28,2057:AL:SCAN,29.7,25.0,23.0,34.2,40.7
2003-09-29,2057:AL:SCAN,27.5,23.7,23.0,34.4,40.5
2003-09-30,2057:AL:SCAN,26.1,22.8,22.9,33.8,40.1
2003-10-01,2057:AL:SCAN,24.8,22.0,22.8,33.7,39.9
2003-10-02,2057:AL:SCAN,24.1,21.4,22.8,33.7,39.7
2003-10-03,2057:AL:SCAN,23.2,21.0,22.8,33.5,39.3
2003-10-04,2057:AL:SCAN,22.4,20.5,22.7,33.2,39.3
2003-10-05,2057:AL:SCAN,21.8,19.8,22.7,32.7,38.9
2003-10-06,2057:AL:SCAN,21.3,19.6,22.7,32.6,38.5
2003-10-07,2057:AL:SCAN,21.0,19.3,22.7,32.6,38.5
2003-10-08,2057:AL:SCAN,20.7,18.8,22.7,32.7,38.6
2003-10-09,2057:AL:SCAN,20.2,18.7,22.6,32.5,38.4
2003-10-10,2057:AL:SCAN,19.9,18.5,22.6,32.4,38.5
2003-10-11,2057:AL:SCAN,22.5,18.4,22.6,32.3,38.3
2003-10-12,2057:AL:SCAN,21.6,18.3,22.6,32.5,38.3
2003-10-13,2057:AL:SCAN,21.0,18.5,22.6,32.1,38.0
2003-10-14,2057:AL:SCAN,20.4,18.2,22.6,32.1,38.1
2003-10-15,2057:AL:SCAN,22.8,18.2,22.6,31.9,38.1
2003-10-16,2057:AL:SCAN,21.8,18.2,22.5,31.5,37.9
2003-10-17,2057:AL:SCAN,20.9,18.1,22.5,31.6,37.7
2003-10-18,2057:AL:SCAN,29.3,22.2,22.5,31.2,37.7
2003-10-19,2057:AL:SCAN,27.4,21.3,22.5,31.4,37.7
2003-10-20,2057:AL:SCAN,26.1,20.7,22.5,31.0,37.5
2003-10-21,2057:AL:SCAN,25.1,19.9,22.5,31.0,37.1
2003-10-22,2057:AL:SCAN,24.2,19.8,22.5,31.0,37.2
2003-10-23,2057:AL:SCAN,23.3,19.4,22.5,30.6,37.2
2003-10-24,2057:AL:SCAN,22.2,18.9,22.5,30.5,37.0
2003-10-25,2057:AL:SCAN,21.5,18.5,22.5,30.3,37.3
2003-10-26,2057:AL:SCAN,20.9,18.0,22.5,30.0,37.3
2003-10-27,2057:AL:SCAN,27.7,20.5,22.5,30.4,37.0
2003-10-28,2057:AL:SCAN,27.2,20.0,22.5,30.3,37.0
2003-10-29,2057:AL:SCAN,26.0,19.8,22.5,29.7,36.9
2003-10-30,2057:AL:SCAN,24.9,19.5,22.5,30.0,36.9
2003-10-31,2057:AL:SCAN,23.8,19.1,22.5,29.7,36.7
2003-11-01,2057:AL:SCAN,22.9,18.8,22.5,29.9,36.7
2003-11-02,2057:AL:SCAN,22.4,18.3,22.4,29.8,36.5
2003-11-03,2057:AL:SCAN,21.6,17.9,22.5,29.8,36.5
2003-11-04,2057:AL:SCAN,21.1,17.7,22.4,29.2,36.6
2003-11-05,2057:AL:SCAN,20.7,17.5,22.5,29.4,36.2
2003-11-06,2057:AL:SCAN,21.6,17.6,22.5,29.4,36.6
2003-11-07,2057:AL:SCAN,31.4,26.6,23.4,35.0,36.6
2003-11-08,2057:AL:SCAN,29.9,25.3,23.2,34.7,36.5
2003-11-09,2057:AL:SCAN,28.6,24.4,23.1,34.4,36.6
2003-11-10,2057:AL:SCAN,27.5,23.8,23.0,34.2,37.3
2003-11-11,2057:AL:SCAN,26.8,23.4,23.0,33.8,37.6
2003-11-12,2057:AL:SCAN,26.1,22.8,22.9,33.8,37.9
2003-11-13,2057:AL:SCAN,34.4,26.8,23.0,33.3,38.2
2003-11-14,2057:AL:SCAN,30.9,25.5,23.1,33.6,38.3
2003-11-15,2057:AL:SCAN,29.7,24.9,23.0,33.4,38.3
2003-11-16,2057:AL:SCAN,28.9,24.4,23.0,33.4,38.3
2003-11-17,2057:AL:SCAN,33.3,27.9,23.5,35.9,39.3
2003-11-18,2057:AL:SCAN,31.9,26.7,23.3,35.5,42.9
2003-11-19,2057:AL:SCAN,35.2,30.1,23.8,37.0,44.0
2003-11-20,2057:AL:SCAN,33.7,28.4,23.5,36.4,43.8
2003-11-21,2057:AL:SCAN,32.1,26.9,23.2,35.5,43.2
2003-11-22,2057:AL:SCAN,31.0,26.2,23.1,35.1,42.7
2003-11-23,2057:AL:SCAN,30.2,25.8,23.1,34.8,42.8
2003-11-24,2057:AL:SCAN,29.7,25.4,,34.7,42.5
2003-11-25,2057:AL:SCAN,33.4,28.3,23.3,36.2,43.9
2003-11-26,2057:AL:SCAN,32.2,27.2,,35.4,43.4
2003-11-27,2057:AL:SCAN,31.4,26.6,,35.2,43.0
2003-11-28,2057:AL:SCAN,,,,,44.0
2003-11-29,2057:AL:SCAN,34.3,29.0,,36.2,44.2
2003-11-30,2057:AL:SCAN,32.8,27.7,,35.3,43.3
2003-12-01,2057:AL:SCAN,32.1,27.1,,35.0,42.9
2003-12-02,2057:AL:SCAN,30.5,26.1,26.9,34.9,42.7
2003-12-03,2057:AL:SCAN,30.0,25.7,27.0,34.7,42.4
2003-12-04,2057:AL:SCAN,37.5,34.4,31.3,34.2,42.3
2003-12-05,2057:AL:SCAN,33.9,29.1,30.9,36.3,43.9
2003-12-06,2057:AL:SCAN,33.4,28.2,30.4,35.4,43.2
2003-12-07,2057:AL:SCAN,32.4,27.5,30.1,35.3,42.9
2003-12-08,2057:AL:SCAN,31.8,26.9,29.6,34.9,42.6
2003-12-09,2057:AL:SCAN,,,,,42.6
2003-12-10,2057:AL:SCAN,31.1,26.3,29.3,34.9,42.6
2003-12-11,2057:AL:SCAN,33.9,29.2,31.0,36.1,43.7
2003-12-12,2057:AL:SCAN,32.8,28.0,30.4,35.3,43.0
2003-12-13,2057:AL:SCAN,32.0,27.4,30.1,35.1,42.7
2003-12-14,2057:AL:SCAN,36.9,34.2,30.9,34.8,42.5
2003-12-15,2057:AL:SCAN,34.0,29.5,31.1,35.9,43.0
2003-12-16,2057:AL:SCAN,33.0,28.3,30.4,35.4,43.1
2003-12-17,2057:AL:SCAN,35.9,32.1,32.5,36.1,42.9
2003-12-18,2057:AL:SCAN,33.7,28.9,30.8,36.0,43.3
2003-12-19,2057:AL:SCAN,32.7,28.1,30.3,35.4,43.1
2003-12-20,2057:AL:SCAN,32.0,27.5,29.9,35.3,42.8
2003-12-21,2057:AL:SCAN,31.5,27.0,29.6,34.9,42.4
2003-12-22,2057:AL:SCAN,30.9,26.7,29.5,34.7,42.0
2003-12-23,2057:AL:SCAN,30.9,26.4,29.5,34.5,42.0
2003-12-24,2057:AL:SCAN,35.1,31.1,31.9,36.5,42.2
2003-12-25,2057:AL:SCAN,33.4,28.9,30.6,35.6,43.1
2003-12-26,2057:AL:SCAN,32.5,28.1,30.2,35.1,42.8
2003-12-27,2057:AL:SCAN,32.0,27.6,29.9,34.7,42.6
2003-12-28,2057:AL:SCAN,31.6,27.2,29.7,43.6,42.2
2003-12-29,2057:AL:SCAN,31.2,26.7,29.5,34.3,42.0
2003-12-30,2057:AL:SCAN,36.8,33.5,33.7,37.7,44.3
2003-12-31,2057:AL:SCAN,34.0,29.6,30.9,35.8,43.3
2004-01-01,2057:AL:SCAN,33.2,28.5,30.4,35.3,42.7
2004-01-02,2057:AL:SCAN,32.6,28.2,30.2,35.1,42.4
2004-01-03,2057:AL:SCAN,32.5,27.8,30.0,34.9,42.3
2004-01-04,2057:AL:SCAN,32.3,27.6,30.0,35.2,42.1
2004-01-05,2057:AL:SCAN,32.0,27.4,29.9,35.2,42.4
2004-01-06,2057:AL:SCAN,34.7,30.5,31.4,36.7,43.8
2004-01-07,2057:AL:SCAN,33.3,29.1,30.6,35.9,43.2
2004-01-08,2057:AL:SCAN,32.7,28.2,30.1,35.3,42.9
2004-01-09,2057:AL:SCAN,37.1,35.5,30.7,34.9,42.6
2004-01-10,2057:AL:SCAN,34.6,30.5,31.2,36.0,43.3
2004-01-11,2057:AL:SCAN,33.4,29.3,30.6,35.3,43.0
2004-01-12,2057:AL:SCAN,32.8,28.5,30.2,35.1,42.7
2004-01-13,2057:AL:SCAN,32.4,28.1,30.0,34.7,42.5
2004-01-14,2057:AL:SCAN,32.2,27.8,29.9,34.7,42.3
2004-01-15,2057:AL:SCAN,31.8,27.5,29.6,34.8,42.1
2004-01-16,2057:AL:SCAN,31.2,27.0,29.5,34.7,42.1
2004-01-17,2057:AL:SCAN,30.8,26.8,29.3,34.4,41.9
2004-01-18,2057:AL:SCAN,30.6,26.5,29.2,34.6,41.9
2004-01-19,2057:AL:SCAN,34.8,31.3,31.6,,41.9
2004-01-20,2057:AL:SCAN,33.6,29.4,30.6,35.7,42.8
2004-01-21,2057:AL:SCAN,32.9,28.6,30.1,35.2,42.8
2004-01-22,2057:AL:SCAN,32.4,28.2,29.9,34.9,42.4
2004-01-23,2057:AL:SCAN,32.0,27.8,29.6,34.8,42.2
2004-01-24,2057:AL:SCAN,31.5,27.3,29.4,34.5,42.1
2004-01-25,2057:AL:SCAN,31.6,27.2,29.4,34.5,41.9
2004-01-26,2057:AL:SCAN,35.4,31.6,31.8,36.5,43.9
2004-01-27,2057:AL:SCAN,34.2,30.1,30.7,,43.0
2004-01-28,2057:AL:SCAN,33.4,29.2,30.3,35.4,42.8
2004-01-29,2057:AL:SCAN,32.8,28.6,29.9,35.0,42.4
2004-01-30,2057:AL:SCAN,32.3,28.2,29.6,35.0,42.2
2004-01-31,2057:AL:SCAN,31.9,27.9,29.5,34.5,42.0
2004-02-01,2057:AL:SCAN,31.4,27.5,29.3,34.6,42.0
2004-02-02,2057:AL:SCAN,31.1,27.2,29.2,34.3,41.8
2004-02-03,2057:AL:SCAN,32.0,27.0,29.2,34.6,41.6
2004-02-04,2057:AL:SCAN,32.6,27.4,29.1,34.4,41.6
2004-02-05,2057:AL:SCAN,32.2,27.4,29.1,34.4,41.5
2004-02-06,2057:AL:SCAN,39.5,39.3,37.6,42.0,45.9
2004-02-07,2057:AL:SCAN,35.4,31.8,31.9,,44.0
2004-02-08,2057:AL:SCAN,34.5,30.4,31.1,,43.0
2004-02-09,2057:AL:SCAN,33.9,29.7,30.6,35.6,42.6
2004-02-10,2057:AL:SCAN,33.4,29.4,30.3,35.3,42.4
2004-02-11,2057:AL:SCAN,33.3,29.0,30.1,35.3,42.2
2004-02-12,2057:AL:SCAN,34.7,30.3,29.9,35.2,42.0
2004-02-13,2057:AL:SCAN,35.7,32.3,32.0,36.6,44.0
2004-02-14,2057:AL:SCAN,34.8,30.7,31.1,36.3,43.2
2004-02-15,2057:AL:SCAN,34.0,29.9,30.6,35.6,42.8
2004-02-16,2057:AL:SCAN,36.1,32.8,32.3,36.8,44.2
2004-02-17,2057:AL:SCAN,34.9,31.1,31.2,35.9,43.2
2004-02-18,2057:AL:SCAN,34.5,30.2,30.8,35.6,42.6
2004-02-19,2057:AL:SCAN,34.1,29.8,30.5,,42.3
2004-02-20,2057:AL:SCAN,33.5,29.3,30.3,,42.2
2004-02-21,2057:AL:SCAN,33.4,29.2,35.4,43.3,42.0
2004-02-22,2057:AL:SCAN,33.5,29.0,35.6,43.9,42.0
2004-02-23,2057:AL:SCAN,33.1,28.7,35.5,44.1,41.8
2004-02-24,2057:AL:SCAN,32.8,28.4,35.5,44.3,41.7
2004-02-25,2057:AL:SCAN,32.4,28.3,35.6,44.6,41.8
2004-02-26,2057:AL:SCAN,34.3,32.7,37.1,44.6,41.8
2004-02-27,2057:AL:SCAN,36.1,33.0,37.8,45.3,43.6
2004-02-28,2057:AL:SCAN,35.0,31.3,37.1,45.1,43.2
2004-02-29,2057:AL:SCAN,34.5,30.6,37.0,45.2,42.7
2004-03-01,2057:AL:SCAN,33.8,29.9,36.8,45.2,42.6
2004-03-02,2057:AL:SCAN,33.4,29.4,36.8,45.3,42.2
2004-03-03,2057:AL:SCAN,36.1,32.9,38.3,45.7,44.4
2004-03-04,2057:AL:SCAN,35.2,31.4,37.9,45.7,43.2
2004-03-05,2057:AL:SCAN,34.1,30.3,37.7,45.6,42.8
2004-03-06,2057:AL:SCAN,42.5,49.4,42.1,46.4,
2004-03-07,2057:AL:SCAN,35.4,31.7,38.3,46.1,44.7
2004-03-08,2057:AL:SCAN,34.0,30.4,37.7,46.1,43.9
2004-03-09,2057:AL:SCAN,32.7,29.5,37.3,46.1,43.6
2004-03-10,2057:AL:SCAN,31.8,28.8,36.9,46.2,43.0
2004-03-11,2057:AL:SCAN,30.9,28.1,36.7,46.2,43.0
2004-03-12,2057:AL:SCAN,30.1,27.7,36.4,46.1,42.8
2004-03-13,2057:AL:SCAN,28.9,26.9,36.0,46.1,42.4
2004-03-14,2057:AL:SCAN,28.2,26.4,36.0,46.3,42.4
2004-03-15,2057:AL:SCAN,27.3,25.9,35.6,46.1,42.2
2004-03-16,2057:AL:SCAN,31.6,27.6,38.2,46.6,42.2
2004-03-17,2057:AL:SCAN,34.2,31.3,37.6,46.6,44.0
2004-03-18,2057:AL:SCAN,33.0,29.8,37.0,46.6,43.6
2004-03-19,2057:AL:SCAN,32.1,29.2,36.8,46.6,43.3
2004-03-20,2057:AL:SCAN,30.9,28.2,36.4,46.7,43.0
2004-03-21,2057:AL:SCAN,29.4,27.3,36.1,46.8,42.9
2004-03-22,2057:AL:SCAN,27.8,26.2,35.5,47.0,42.7
2004-03-23,2057:AL:SCAN,26.7,25.4,35.2,47.0,42.8
2004-03-24,2057:AL:SCAN,25.8,24.6,34.8,47.0,42.6
2004-03-25,2057:AL:SCAN,24.7,23.8,34.3,47.0,42.5
2004-03-26,2057:AL:SCAN,23.6,22.8,33.5,47.0,42.4
2004-03-27,2057:AL:SCAN,22.6,21.8,32.5,47.1,42.5
2004-03-28,2057:AL:SCAN,21.5,20.9,31.5,47.0,42.3
2004-03-29,2057:AL:SCAN,20.2,19.8,30.3,47.3,42.1
2004-03-30,2057:AL:SCAN,27.2,19.8,30.2,47.3,42.4
2004-03-31,2057:AL:SCAN,28.1,20.3,30.9,47.3,42.1
2004-04-01,2057:AL:SCAN,30.7,20.9,30.8,47.3,42.4
2004-04-02,2057:AL:SCAN,29.2,21.1,30.5,47.1,42.1
2004-04-03,2057:AL:SCAN,27.3,21.1,30.5,47.4,41.2
2004-04-04,2057:AL:SCAN,25.3,20.9,30.2,47.4,41.0
2004-04-05,2057:AL:SCAN,23.3,20.4,29.8,47.1,40.8
2004-04-06,2057:AL:SCAN,21.9,19.7,29.3,45.8,41.0
2004-04-07,2057:AL:SCAN,20.8,19.0,28.6,45.8,40.6
2004-04-08,2057:AL:SCAN,19.9,18.4,27.8,45.6,40.6
2004-04-09,2057:AL:SCAN,19.4,18.0,27.3,45.3,40.6
2004-04-10,2057:AL:SCAN,18.7,17.0,25.8,44.9,40.4
2004-04-11,2057:AL:SCAN,18.4,16.8,25.3,44.8,40.3
2004-04-12,2057:AL:SCAN,22.2,16.6,25.3,44.4,40.2
2004-04-13,2057:AL:SCAN,36.1,36.3,36.9,46.1,40.4
2004-04-14,2057:AL:SCAN,33.6,30.4,34.4,46.3,44.4
2004-04-15,2057:AL:SCAN,31.6,28.0,33.8,46.3,44.0
2004-04-16,2057:AL:SCAN,30.0,26.6,33.2,46.3,43.8
2004-04-17,2057:AL:SCAN,28.2,25.4,32.3,46.4,43.4
2004-04-18,2057:AL:SCAN,26.1,24.1,31.5,46.1,42.9
2004-04-19,2057:AL:SCAN,24.4,22.7,30.5,46.2,42.7
2004-04-20,2057:AL:SCAN,22.4,21.1,29.1,46.0,42.7
2004-04-21,2057:AL:SCAN,21.3,20.1,28.2,46.1,42.4
2004-04-22,2057:AL:SCAN,20.6,19.3,27.5,46.0,42.4
2004-04-23,2057:AL:SCAN,31.3,27.3,26.9,45.8,41.5
2004-04-24,2057:AL:SCAN,28.9,23.8,27.0,45.7,41.6
2004-04-25,2057:AL:SCAN,25.9,21.8,26.7,45.1,41.3
2004-04-26,2057:AL:SCAN,33.8,31.5,34.6,46.7,45.9
2004-04-27,2057:AL:SCAN,32.2,29.3,34.1,46.8,45.3
2004-04-28,2057:AL:SCAN,29.8,26.8,32.9,46.8,44.6
